core_temp_c,power_density_mw_mm2,thermal_resistance,leakage_current_ua,clock_freq_ghz,vdd_mv,ir_drop_mv,thermal_gradient,label
75.54,147.024,0.411,783.976,3.016,929.936,17.995,11.445,0
67.565,111.157,0.52,784.625,3.078,950.22,18.52,10.145,0
77.193,104.835,0.458,802.948,3.493,915.72,18.402,11.765,0
83.165,136.087,0.421,726.54,3.615,990.833,18.584,14.08,0
57.722,114.402,0.459,813.038,3.326,948.961,19.638,11.816,0
77.78,145.782,0.447,970.124,2.908,933.162,20.939,13.223,0
87.263,112.374,0.455,846.042,2.961,916.219,20.422,10.397,0
63.3,112.197,0.454,1025.366,3.305,942.67,17.495,15.397,0
85.104,156.754,0.473,1172.234,2.914,892.043,78.391,19.579,1
68.881,107.067,0.489,789.61,3.439,910.129,23.245,15.668,0
79.986,132.859,0.413,834.745,3.469,981.653,20.459,12.703,0
88.22,128.47,0.412,802.32,3.367,942.585,22.538,12.267,0
57.908,137.204,0.396,803.835,3.042,954.454,6.332,6.026,0
68.848,138.682,0.493,785.421,3.018,981.488,15.527,7.7,0
72.513,139.814,0.349,918.87,3.187,935.857,21.507,14.888,0
77.456,139.908,0.429,973.508,3.118,934.4,23.545,11.012,0
71.229,116.818,0.475,784.402,3.182,944.249,12.825,13.286,0
69.637,130.907,0.462,934.291,3.279,971.096,6.92,7.717,0
62.652,93.875,0.375,808.882,2.945,923.528,21.052,11.591,0
69.051,125.826,0.453,945.892,3.07,921.193,18.921,16.594,0
49.457,119.603,0.538,798.832,3.22,983.414,21.327,8.094,0
70.253,113.174,0.496,953.45,2.944,961.825,18.177,11.032,0
68.749,86.065,0.389,701.62,3.191,942.123,17.106,18.46,0
79.93,123.613,0.502,866.657,2.899,955.64,11.263,13.905,0
91.261,110.382,0.463,790.162,3.143,977.248,20.898,15.786,0
75.381,121.405,0.454,891.37,2.879,1003.006,20.302,10.551,0
79.187,123.835,0.412,828.63,3.393,972.041,24.009,12.676,0
77.273,95.252,0.344,865.497,3.11,966.398,14.247,13.875,0
75.055,118.276,0.409,867.782,3.334,930.679,19.882,13.997,0
73.334,122.528,0.48,789.662,3.061,947.63,16.519,9.73,0
59.164,118.594,0.438,910.741,2.849,886.559,11.048,13.45,0
86.036,140.286,0.451,814.032,2.87,965.808,17.526,11.325,0
68.404,132.955,0.528,977.877,3.01,927.407,19.662,9.412,0
87.219,120.914,0.499,823.128,3.143,902.424,18.286,11.972,0
67.914,114.133,0.424,949.317,3.388,933.241,18.167,12.577,0
72.157,157.736,0.494,929.979,3.407,943.567,12.661,12.997,0
75.841,133.653,0.434,968.373,3.361,947.297,22.428,16.929,0
78.493,134.463,0.54,768.472,3.091,925.343,19.646,14.824,0
78.018,121.76,0.449,852.301,3.144,969.935,22.125,12.198,0
79.645,146.913,0.478,837.709,3.408,975.896,17.52,7.241,0
87.855,110.134,0.415,671.277,2.853,939.232,15.781,12.661,0
85.281,119.224,0.376,1035.391,3.263,969.675,23.258,10.014,0
82.701,117.63,0.463,952.832,3.185,1013.383,15.628,16.208,0
82.234,120.784,0.431,788.898,3.459,946.569,15.09,9.729,0
68.7,143.417,0.476,839.439,2.882,977.27,15.025,14.696,0
73.305,115.528,0.442,801.421,3.047,986.39,18.464,12.757,0
79.804,93.507,0.396,885.657,3.188,950.218,15.985,13.129,0
67.418,105.487,0.4,822.157,3.337,924.34,21.908,12.331,0
79.057,130.482,0.476,827.699,3.309,932.284,21.164,6.961,0
83.188,138.805,0.377,818.638,3.088,965.14,19.365,12.414,0
75.237,97.268,0.379,911.297,2.778,904.943,15.246,15.249,0
77.656,145.923,0.542,740.724,3.117,989.413,23.144,6.576,0
61.027,110.672,0.368,858.489,3.219,974.404,19.029,14.164,0
70.156,127.184,0.48,814.229,3.132,928.917,17.495,12.206,0
76.11,117.45,0.432,699.448,3.204,902.237,14.845,11.546,0
78.814,144.448,0.376,907.79,2.98,903.618,14.827,6.577,0
72.35,101.985,0.386,1018.72,3.506,920.904,19.674,15.881,0
85.884,132.082,0.46,690.708,3.43,944.325,13.294,7.575,0
87.773,144.689,0.456,877.055,2.964,922.781,22.847,9.403,0
82.506,122.438,0.523,797.616,3.175,923.169,19.79,12.406,0
70.295,103.54,0.419,877.86,3.068,980.522,18.467,10.091,0
69.277,111.327,0.461,767.692,3.537,938.476,23.95,11.912,0
71.746,118.468,0.374,893.682,3.322,931.657,9.978,17.421,0
65.183,119.558,0.426,915.661,3.611,986.116,15.631,10.621,0
77.598,127.368,0.4,826.624,3.182,918.041,15.289,13.562,0
91.413,107.107,0.484,844.038,3.252,962.82,13.041,9.735,0
85.947,138.154,0.431,934.048,2.933,950.428,17.792,12.295,0
81.021,103.839,0.466,910.046,3.257,942.183,23.238,11.838,0
88.091,144.913,0.466,854.09,3.001,973.953,25.232,7.121,0
87.909,95.69,0.416,859.858,3.101,965.877,19.258,10.378,0
75.045,106.484,0.504,852.854,3.053,909.509,22.267,6.668,0
70.52,125.417,0.306,764.765,3.196,932.592,13.296,14.394,0
85.671,114.808,0.455,925.335,3.13,923.813,25.741,10.962,0
80.849,111.289,0.481,875.181,3.5,942.134,15.601,13.501,0
80.884,160.355,0.459,757.507,3.337,957.413,17.859,10.825,0
79.398,124.821,0.444,905.506,3.373,913.974,17.817,15.123,0
79.497,118.719,0.453,753.558,3.292,952.072,14.565,11.519,0
83.744,104.369,0.485,688.505,2.923,968.768,16.076,8.487,0
80.289,138.583,0.463,802.58,3.035,947.573,17.053,13.329,0
81.698,114.636,0.383,911.052,3.117,964.523,18.752,12.706,0
72.193,121.957,0.388,817.092,3.194,938.082,9.172,13.59,0
51.653,108.664,0.535,760.336,3.424,919.748,21.939,11.888,0
85.664,112.866,0.493,735.867,3.126,963.657,16.067,9.182,0
74.044,114.218,0.507,936.96,3.534,930.149,20.968,17.144,0
75.038,114.425,0.517,865.38,3.47,917.66,16.494,12.664,0
65.347,112.735,0.411,751.765,3.014,978.867,11.634,14.286,0
108.705,203.867,0.625,2513.686,2.821,1010.935,42.844,43.495,1
68.45,120.748,0.496,819.645,3.07,971.495,16.118,11.489,0
76.906,120.368,0.484,794.574,3.434,976.132,21.491,12.188,0
83.774,144.2,0.407,846.768,3.295,979.364,18.046,11.455,0
99.357,173.391,0.797,2099.071,2.342,959.17,42.919,48.361,1
77.216,126.14,0.473,805.025,3.367,912.415,16.598,14.888,0
81.203,128.991,0.457,869.488,3.225,930.94,14.688,14.261,0
82.942,138.555,0.652,957.512,2.904,871.974,52.966,29.31,1
75.86,109.477,0.477,775.969,3.018,919.964,17.198,14.3,0
74.005,96.749,0.495,824.217,3.235,938.309,21.15,5.789,0
82.193,145.158,0.476,786.925,3.287,978.969,23.576,21.415,0
85.936,122.483,0.375,774.666,3.087,931.324,20.046,9.224,0
83.86,106.983,0.394,760.28,3.241,941.522,13.945,15.088,0
75.417,99.738,0.385,815.049,2.979,877.474,17.898,10.692,0
60.577,112.957,0.451,875.2,3.062,935.051,16.663,14.449,0
69.691,118.674,0.406,869.338,3.003,960.547,14.703,13.989,0
65.875,130.545,0.593,999.857,3.289,943.229,19.884,18.876,0
68.323,93.185,0.461,840.496,3.202,949.523,18.977,7.726,0
74.988,112.559,0.503,840.866,3.028,994.137,19.865,11.342,0
73.726,94.693,0.464,749.114,3.489,968.675,18.519,9.133,0
60.635,103.218,0.512,835.632,3.223,915.17,16.76,10.909,0
81.886,121.445,0.469,877.376,3.203,996.399,27.391,7.602,0
81.24,124.936,0.485,871.208,2.928,985.76,20.031,12.652,0
84.73,139.459,0.446,825.215,3.352,932.325,24.899,11.807,0
84.837,110.105,0.427,885.049,2.877,948.927,22.147,12.593,0
54.526,140.398,0.366,863.998,3.172,972.647,9.523,11.847,0
80.68,121.359,0.466,896.396,3.365,962.183,13.177,13.867,0
81.95,108.392,0.383,925.089,3.325,994.636,21.321,13.267,0
85.042,150.648,0.601,772.627,3.401,936.657,16.214,5.555,0
70.436,108.026,0.448,794.322,3.143,953.26,15.586,11.37,0
69.722,109.436,0.506,849.453,3.295,906.417,17.993,12.827,0
80.498,142.012,0.452,913.157,3.072,938.343,20.383,15.445,0
78.796,137.388,0.383,981.767,3.17,962.014,15.791,11.576,0
84.54,103.606,0.41,730.074,3.083,1005.619,25.005,11.441,0
71.469,93.778,0.465,869.194,3.001,987.936,14.252,14.863,0
56.477,108.383,0.462,790.542,2.853,921.865,13.978,6.658,0
56.612,118.607,0.506,935.719,3.552,949.714,16.994,16.275,0
85.484,130.532,0.418,806.65,3.211,932.513,16.889,7.394,0
84.677,129.306,0.431,929.399,3.223,932.111,18.55,17.226,0
63.732,114.01,0.449,851.736,2.952,958.101,18.212,15.963,0
60.998,74.972,0.494,849.203,3.049,994.998,17.253,9.944,0
89.369,121.363,0.477,751.054,3.476,917.736,9.721,14.59,0
72.806,119.901,0.466,881.573,3.307,953.894,26.647,10.138,0
78.559,142.242,0.387,757.357,3.251,964.908,20.473,9.092,0
65.68,145.395,0.391,903.694,3.099,936.947,19.705,14.832,0
61.459,111.869,0.494,949.667,3.296,946.107,22.092,12.033,0
66.219,101.655,0.439,836.126,3.269,941.964,12.103,13.603,0
58.515,100.465,0.513,827.007,2.941,947.396,16.854,14.239,0
94.066,77.714,0.474,809.312,3.284,928.557,28.925,13.839,0
61.654,142.501,0.44,938.732,2.926,924.584,22.358,7.045,0
80.672,94.617,0.443,940.618,2.954,943.727,22.599,16.106,0
87.851,114.942,0.399,724.214,3.196,910.732,17.91,9.167,0
71.815,105.431,0.432,889.925,3.174,970.63,11.348,10.886,0
71.376,117.982,0.5,787.921,3.104,938.029,18.081,16.366,0
72.66,120.66,0.462,882.608,3.09,964.659,17.821,11.848,0
71.277,142.25,0.427,781.789,3.199,979.925,15.95,4.115,0
85.239,110.232,0.401,831.642,3.07,920.651,19.821,11.103,0
85.682,105.606,0.482,806.235,3.418,966.892,17.355,8.149,0
93.065,154.452,0.508,1143.719,2.937,915.092,69.648,23.838,1
77.7,120.507,0.403,965.56,2.846,945.437,16.935,18.925,0
79.694,129.028,0.436,821.382,3.304,947.116,11.51,13.851,0
61.21,104.622,0.438,800.96,2.68,955.717,14.262,12.576,0
75.105,117.738,0.421,735.877,3.111,910.141,18.81,12.713,0
90.276,114.285,0.519,857.151,3.193,970.878,16.144,9.34,0
86.093,119.932,0.361,861.212,3.218,948.061,13.405,12.407,0
78.751,132.916,0.441,888.498,3.314,929.234,13.684,14.447,0
74.053,128.728,0.473,939.518,3.604,942.292,23.0,8.549,0
75.993,125.17,0.42,714.028,2.903,965.525,13.766,4.681,0
81.309,126.379,0.458,857.94,3.166,976.65,24.032,9.609,0
66.974,124.173,0.42,843.367,2.918,939.084,20.884,8.185,0
82.83,139.972,0.465,897.591,2.894,931.75,13.271,9.175,0
83.531,122.515,0.493,879.161,3.206,1006.3,16.434,16.331,0
70.199,85.433,0.374,866.571,3.286,944.573,24.898,14.63,0
80.28,116.459,0.489,835.744,2.786,986.193,17.214,14.149,0
63.097,114.426,0.383,822.28,3.471,947.955,10.264,11.823,0
72.31,115.392,0.435,928.758,3.599,998.829,15.159,11.25,0
71.059,145.536,0.446,784.505,3.302,915.318,26.913,17.1,0
72.43,111.839,0.48,799.712,3.139,930.25,17.888,15.556,0
69.451,103.074,0.523,818.312,3.067,928.467,20.149,16.359,0
83.215,120.348,0.497,911.022,3.107,980.729,8.407,9.445,0
87.424,142.348,0.466,838.265,3.307,952.24,17.394,7.736,0
67.87,140.937,0.583,780.553,3.299,951.662,19.689,10.828,0
82.417,117.817,0.518,736.719,3.313,943.442,20.623,15.738,0
86.103,122.886,0.411,791.581,2.978,951.991,12.408,7.1,0
83.914,110.459,0.461,860.564,3.346,947.676,20.104,12.768,0
63.211,119.072,0.54,909.207,2.886,975.231,12.539,10.593,0
85.357,170.97,0.52,1164.372,2.99,848.702,65.721,26.186,1
98.547,163.21,0.519,1144.82,3.248,903.619,56.699,26.773,1
99.256,134.518,0.481,787.285,3.336,945.785,14.963,8.039,0
60.06,107.797,0.514,839.695,3.269,969.804,19.295,9.284,0
88.303,109.349,0.449,828.633,3.471,969.861,13.504,14.107,0
80.734,132.834,0.424,730.613,3.026,943.116,13.981,9.882,0
83.718,113.395,0.328,947.594,3.106,942.243,11.336,17.964,0
71.512,75.643,0.432,821.972,2.915,942.596,17.746,13.531,0
73.308,138.302,0.465,913.944,3.449,880.726,14.775,11.176,0
77.091,107.111,0.458,917.317,3.1,1003.124,14.729,15.686,0
72.468,134.41,0.529,940.223,3.067,965.411,14.221,13.179,0
55.708,93.64,0.456,917.211,3.058,942.044,26.962,10.898,0
79.406,122.532,0.451,796.739,3.134,941.076,17.308,11.557,0
75.12,106.456,0.397,709.966,3.249,953.779,12.027,10.823,0
82.484,114.127,0.488,871.67,3.236,975.328,15.595,18.433,0
73.784,95.884,0.407,814.331,3.451,942.318,14.597,15.149,0
78.199,94.142,0.471,769.302,3.357,964.375,10.09,9.984,0
76.708,111.18,0.444,859.435,3.283,936.793,19.169,11.35,0
67.355,106.664,0.401,897.219,3.055,942.022,15.287,13.028,0
80.643,106.487,0.518,837.69,3.118,944.104,24.917,17.683,0
74.452,130.847,0.451,958.605,3.25,992.721,20.026,6.642,0
76.625,132.08,0.448,959.276,3.378,955.569,15.248,8.708,0
80.263,120.131,0.455,826.187,3.164,934.009,16.578,11.175,0
73.785,151.626,0.511,907.581,3.172,919.085,19.278,11.454,0
64.276,105.895,0.439,815.045,3.247,923.694,14.102,12.504,0
77.507,103.023,0.424,810.879,3.245,886.621,18.667,18.574,0
64.551,123.798,0.513,831.335,3.224,986.724,20.638,17.487,0
75.231,110.486,0.35,841.634,3.043,919.437,21.432,12.34,0
63.02,103.511,0.457,753.166,2.96,923.901,17.299,10.363,0
79.546,147.163,0.501,774.442,3.141,929.799,21.944,11.425,0
65.853,136.294,0.476,839.509,3.251,960.003,14.03,10.013,0
64.087,121.572,0.412,733.02,3.039,948.547,17.235,15.338,0
91.342,113.836,0.415,732.934,3.411,954.111,17.114,10.043,0
77.188,123.152,0.527,825.131,3.16,904.461,11.147,12.63,0
84.381,128.343,0.401,780.052,3.204,951.051,20.819,9.507,0
77.867,130.524,0.375,868.115,3.313,969.242,21.702,15.004,0
87.758,128.759,0.43,968.661,2.965,977.623,19.732,14.943,0
71.519,130.195,0.456,917.858,3.2,1002.906,15.007,17.016,0
63.473,93.349,0.465,804.092,3.312,925.531,18.282,8.613,0
77.641,129.524,0.431,1002.169,3.041,964.668,18.083,15.892,0
69.052,132.603,0.508,766.835,3.264,987.728,19.323,13.652,0
76.274,113.325,0.485,865.367,3.386,967.094,14.142,13.84,0
65.667,119.721,0.474,947.253,3.124,911.965,17.095,12.077,0
70.162,128.467,0.529,792.797,3.375,937.704,17.31,9.939,0
71.36,116.627,0.504,861.638,3.471,902.82,17.409,9.083,0
78.014,96.919,0.446,980.732,3.411,915.781,24.549,11.701,0
88.93,103.207,0.397,907.102,3.145,944.919,24.859,10.32,0
78.328,144.574,0.337,915.19,2.931,947.516,12.426,11.463,0
60.516,122.619,0.494,819.13,3.076,935.575,14.038,11.798,0
74.298,125.983,0.429,669.985,3.221,988.849,16.64,14.653,0
73.039,104.077,0.455,819.122,3.192,964.742,29.095,6.717,0
73.937,116.75,0.488,773.613,3.334,905.769,22.232,14.575,0
71.946,108.061,0.381,839.648,3.236,1003.148,16.889,10.992,0
83.156,112.827,0.446,782.484,3.208,952.452,22.718,8.302,0
73.064,130.24,0.408,837.498,3.084,957.814,24.825,10.227,0
64.672,137.682,0.532,584.743,3.4,917.652,11.858,14.511,0
93.801,172.998,0.518,3433.92,3.338,983.691,17.307,30.012,1
81.275,113.116,0.471,919.855,3.439,928.703,22.665,12.085,0
80.504,116.787,0.441,819.789,3.352,930.659,13.692,9.703,0
76.181,115.778,0.369,986.665,3.296,1000.807,21.414,14.773,0
83.068,145.479,0.436,952.702,2.968,918.415,21.66,12.725,0
75.022,129.296,0.471,729.032,2.942,976.569,18.371,15.729,0
61.729,113.369,0.492,955.467,2.95,961.68,20.878,12.576,0
71.088,116.749,0.392,859.694,2.951,919.083,17.827,14.53,0
74.484,120.544,0.36,872.484,2.994,945.044,12.64,12.511,0
85.744,98.569,0.47,829.549,3.603,948.962,17.625,11.633,0
76.273,135.397,0.518,921.525,3.02,965.334,15.347,11.076,0
65.962,106.081,0.379,835.692,3.311,917.509,14.638,10.469,0
68.77,125.762,0.376,791.194,2.966,909.826,20.491,16.678,0
74.825,164.522,0.437,1172.584,3.303,843.254,68.657,5.42,1
75.237,108.451,0.445,930.336,3.402,944.512,9.848,15.525,0
70.825,84.876,0.573,882.165,2.918,937.035,22.924,9.725,0
83.376,97.696,0.455,719.723,3.049,943.999,15.554,9.09,0
79.168,121.386,0.447,882.864,3.406,991.59,15.585,5.329,0
71.475,110.271,0.413,797.193,3.136,914.278,22.025,15.16,0
79.652,132.087,0.554,715.379,3.153,973.304,17.15,13.109,0
62.62,105.761,0.39,723.261,3.072,987.153,18.752,9.117,0
62.217,102.768,0.439,846.579,3.115,924.536,21.594,8.216,0
74.84,96.127,0.38,929.338,3.174,911.148,16.891,11.845,0
87.863,132.994,0.412,960.237,2.891,909.85,19.383,9.275,0
73.369,120.623,0.43,795.126,3.157,955.943,22.033,12.439,0
76.809,116.792,0.433,948.134,3.208,969.13,22.165,13.553,0
75.907,105.117,0.423,823.663,3.039,962.992,17.544,13.302,0
76.567,131.937,0.451,829.289,3.35,940.733,22.249,7.195,0
60.027,80.84,0.467,744.712,3.283,994.663,23.396,11.827,0
60.177,125.429,0.4,799.006,3.605,941.194,13.167,13.708,0
78.105,106.654,0.482,774.575,2.886,937.403,9.589,8.585,0
74.919,126.381,0.476,971.538,3.502,968.01,20.082,16.124,0
79.424,106.123,0.492,891.128,3.328,991.79,12.01,7.417,0
86.693,117.592,0.509,923.68,3.256,975.399,21.912,8.325,0
74.896,94.516,0.347,853.012,3.345,901.43,14.289,7.641,0
75.329,110.525,0.488,926.501,3.397,940.807,10.131,11.327,0
93.936,122.408,0.426,840.502,3.01,932.682,27.696,14.21,0
70.846,100.578,0.522,939.461,3.119,970.067,18.736,11.804,0
62.911,128.648,0.425,874.823,3.152,970.547,20.433,12.236,0
78.1,130.062,0.463,956.409,3.358,937.02,15.874,14.249,0
69.157,100.974,0.341,840.085,3.183,937.632,26.701,10.026,0
75.119,117.863,0.488,963.621,3.207,950.466,16.39,8.552,0
75.447,106.495,0.472,937.878,3.081,992.23,20.346,12.769,0
80.102,96.497,0.474,864.679,2.92,928.796,17.294,9.648,0
80.279,120.59,0.564,896.249,3.133,937.758,24.962,8.496,0
70.363,127.969,0.524,888.758,3.406,974.763,18.632,8.825,0
76.651,108.125,0.464,1059.225,3.054,891.62,17.8,13.418,0
80.654,99.999,0.448,915.324,3.25,913.662,14.906,13.17,0
67.155,109.523,0.41,896.408,3.537,964.979,20.775,12.937,0
66.457,102.866,0.461,864.595,3.449,959.632,16.16,14.467,0
71.35,115.661,0.514,874.504,3.198,977.218,20.93,15.44,0
76.355,140.755,0.52,727.563,3.189,892.455,19.202,9.652,0
65.103,126.964,0.36,851.368,3.246,964.422,21.151,13.525,0
78.304,108.835,0.519,931.009,3.089,955.831,21.15,13.623,0
77.547,135.791,0.443,891.009,3.18,910.917,12.775,11.134,0
77.958,94.968,0.487,780.028,3.284,942.433,23.034,9.274,0
62.952,97.355,0.421,901.107,3.054,934.286,15.931,8.156,0
75.166,137.027,0.467,718.009,3.223,954.462,16.048,13.565,0
83.48,123.401,0.383,760.662,3.313,955.928,16.807,5.515,0
64.704,104.581,0.509,765.593,3.481,999.926,19.637,12.859,0
91.35,129.359,0.426,1095.796,2.724,898.932,59.355,24.844,1
79.1,106.287,0.464,718.457,3.134,930.095,22.046,11.258,0
63.792,104.492,0.299,839.803,3.231,928.058,14.277,15.271,0
69.725,114.46,0.501,795.818,3.443,980.696,27.593,13.906,0
81.761,125.402,0.45,958.869,3.477,911.869,21.107,14.95,0
88.358,119.983,0.413,644.362,3.291,953.099,16.087,14.821,0
85.656,137.668,0.452,847.117,3.159,914.005,16.91,8.113,0
67.413,133.88,0.468,674.379,3.177,983.453,11.914,9.518,0
61.284,132.878,0.48,765.719,3.593,973.284,15.887,15.748,0
79.432,109.347,0.456,840.43,3.17,914.605,20.649,10.495,0
87.463,182.881,0.691,2379.213,3.221,1042.638,49.528,40.97,1
68.754,108.153,0.425,831.581,3.159,982.435,20.051,15.598,0
71.972,117.993,0.473,810.921,2.855,987.806,16.669,11.211,0
67.026,166.839,0.473,833.237,3.09,940.534,16.721,14.531,0
59.246,114.064,0.43,756.975,3.088,936.827,20.823,12.771,0
73.707,130.037,0.484,836.946,3.317,925.274,13.231,6.294,0
72.329,102.429,0.488,780.082,3.061,962.927,20.597,11.617,0
75.677,103.89,0.453,677.768,2.976,960.629,14.766,12.22,0
70.696,96.922,0.47,912.458,3.205,949.16,14.816,13.62,0
67.453,130.484,0.458,798.322,3.013,967.689,16.106,12.817,0
84.754,136.896,0.467,787.758,2.894,973.9,5.895,13.463,0
55.71,125.677,0.418,847.651,3.443,899.185,11.206,12.13,0
71.302,128.972,0.43,738.805,3.479,963.907,20.009,10.43,0
73.6,136.686,0.434,953.733,3.423,936.505,17.55,8.177,0
76.568,155.847,0.537,919.648,3.204,947.88,20.666,16.12,0
77.579,113.149,0.457,908.23,3.176,964.414,22.625,8.51,0
62.302,103.75,0.415,789.787,3.486,936.192,18.882,15.695,0
86.574,133.341,0.488,697.26,3.036,934.517,23.782,12.401,0
65.267,149.987,0.44,838.331,3.404,904.168,11.655,8.62,0
81.515,98.326,0.506,986.583,3.087,902.825,17.415,12.313,0
82.726,140.152,0.377,763.402,3.338,946.989,17.835,13.002,0
85.493,104.88,0.417,810.878,3.055,912.665,20.275,9.853,0
62.666,114.361,0.459,832.273,3.366,957.916,17.562,11.022,0
81.224,142.383,0.394,825.938,3.062,965.062,15.377,15.817,0
76.741,106.421,0.497,872.76,3.073,903.871,24.843,14.085,0
60.433,112.48,0.353,771.763,3.306,943.846,18.754,9.817,0
82.409,141.973,0.407,673.908,2.997,978.492,21.299,13.845,0
71.268,96.249,0.526,926.797,2.945,999.978,25.492,14.826,0
69.535,94.467,0.557,829.242,3.3,1014.407,15.481,12.53,0
64.544,112.958,0.405,818.509,3.306,927.287,12.914,11.389,0
76.972,131.792,0.469,835.784,3.363,933.267,16.261,10.071,0
87.57,121.81,0.499,852.602,3.153,974.182,19.213,13.9,0
72.85,126.753,0.416,856.088,3.026,922.931,18.784,8.01,0
79.146,116.293,0.459,831.142,3.24,964.206,20.459,12.615,0
79.147,113.415,0.439,687.556,3.363,936.638,17.534,11.654,0
70.944,157.207,0.362,862.895,3.354,975.819,20.768,6.048,0
72.634,138.357,0.422,836.683,3.319,961.246,20.386,12.137,0
64.258,106.993,0.455,868.394,3.282,946.514,17.703,14.3,0
83.58,101.292,0.484,736.726,3.021,967.312,21.842,13.771,0
70.253,105.523,0.405,855.134,3.405,947.58,17.884,14.967,0
66.791,125.892,0.383,972.814,3.469,977.065,19.907,11.484,0
72.717,128.821,0.449,768.223,3.149,997.84,20.434,3.409,0
71.833,137.871,0.414,951.26,3.496,932.457,23.859,7.934,0
78.999,116.879,0.531,796.922,3.184,926.822,15.401,14.464,0
77.757,124.95,0.437,726.058,3.043,915.861,16.583,11.353,0
117.839,231.777,0.695,2177.047,2.915,999.593,58.802,24.86,1
73.592,121.878,0.479,861.836,2.746,948.975,18.236,13.183,0
79.765,124.025,0.411,927.203,2.948,954.787,21.633,16.828,0
63.415,84.193,0.49,899.623,3.471,983.37,18.505,14.049,0
84.88,134.155,0.414,848.506,2.934,976.615,18.415,14.306,0
82.831,112.408,0.43,779.895,2.717,933.99,17.341,11.278,0
78.932,118.376,0.47,822.538,3.066,952.158,17.56,8.231,0
74.748,95.145,0.414,959.194,3.569,961.195,14.261,8.3,0
77.336,114.626,0.438,1014.975,3.385,925.135,19.901,12.982,0
78.235,108.609,0.486,780.44,2.839,989.923,12.09,12.353,0
76.516,136.94,0.511,884.574,2.74,942.801,14.098,14.323,0
72.911,117.313,0.443,922.986,3.042,941.903,16.719,9.527,0
76.495,111.411,0.389,806.164,3.717,968.462,17.025,16.817,0
82.71,115.997,0.502,871.773,3.351,932.965,19.529,13.933,0
71.486,125.265,0.531,869.326,3.28,937.569,15.232,10.763,0
82.485,104.262,0.465,932.292,3.281,1007.953,19.705,12.985,0
79.727,133.402,0.436,786.977,3.212,980.954,20.942,11.007,0
59.572,117.094,0.452,996.771,3.238,949.738,18.374,12.896,0
68.414,122.071,0.484,748.605,2.881,940.433,27.565,14.431,0
79.118,117.111,0.418,908.6,3.044,949.515,17.756,9.826,0
86.655,134.183,0.503,874.377,3.172,970.419,18.594,8.652,0
80.555,106.859,0.376,783.703,3.009,915.212,12.435,14.142,0
60.273,127.019,0.429,810.744,3.371,934.205,14.257,9.705,0
67.984,128.011,0.407,909.988,3.421,931.752,20.583,13.636,0
87.135,114.382,0.428,894.103,3.008,1001.68,15.571,13.259,0
62.432,111.28,0.413,915.165,3.342,907.877,16.897,10.956,0
72.32,122.776,0.502,806.376,3.173,960.872,13.594,7.245,0
64.799,122.488,0.527,874.465,3.249,974.82,21.017,13.136,0
62.383,124.681,0.446,798.74,3.33,964.022,12.273,13.799,0
66.179,122.547,0.473,842.051,3.285,961.006,20.671,9.721,0
69.301,123.383,0.445,1040.175,3.581,935.039,21.359,13.087,0
77.651,116.442,0.464,757.624,2.702,958.61,18.021,14.033,0
78.216,124.594,0.48,772.558,3.447,919.389,25.244,9.632,0
70.923,111.449,0.379,896.691,3.101,926.803,21.821,12.81,0
87.668,125.369,0.464,795.478,3.193,949.807,18.405,13.049,0
87.062,130.247,0.372,931.973,3.593,949.418,17.369,14.111,0
67.557,128.532,0.455,832.311,3.417,937.751,14.236,11.734,0
63.823,103.843,0.433,803.444,3.209,982.525,18.635,14.001,0
82.9,129.753,0.485,908.67,2.785,937.142,14.513,13.577,0
67.86,120.517,0.455,939.437,3.274,962.611,18.714,12.482,0
69.062,134.348,0.526,900.862,2.505,935.921,17.904,10.72,0
73.825,120.373,0.427,929.534,3.29,968.109,23.199,11.649,0
68.623,125.381,0.458,963.193,3.12,932.971,24.548,12.586,0
76.133,115.232,0.47,803.373,3.161,980.126,21.265,12.116,0
76.355,119.77,0.417,918.706,3.23,968.323,19.719,18.693,0
68.252,117.711,0.499,855.298,3.113,984.092,26.837,15.434,0
74.866,158.625,0.421,800.304,3.185,927.71,15.942,13.566,0
68.441,114.222,0.359,775.369,3.131,952.192,24.9,11.067,0
83.596,90.513,0.528,754.374,3.544,956.151,17.75,11.742,0
66.527,117.966,0.435,919.598,2.572,977.404,16.408,9.415,0
76.673,125.551,0.432,969.446,3.143,974.19,14.617,15.242,0
73.869,124.04,0.424,789.641,3.321,942.791,17.711,13.17,0
80.974,123.493,0.411,900.294,3.122,981.192,21.576,12.256,0
77.791,100.502,0.4,786.822,3.364,911.422,11.806,11.619,0
63.769,112.911,0.463,764.618,3.41,928.472,18.303,16.408,0
81.602,114.256,0.518,1009.152,2.82,906.683,23.796,17.981,0
75.275,142.838,0.431,829.542,3.334,941.981,22.749,12.083,0
75.618,132.082,0.377,834.206,3.065,950.766,14.533,7.89,0
72.726,108.582,0.385,835.532,3.332,963.795,18.736,12.752,0
90.524,130.667,0.433,831.252,2.867,950.432,18.56,14.451,0
68.839,129.329,0.531,955.942,3.281,961.085,22.066,11.839,0
122.179,214.758,0.703,2299.351,2.578,984.893,60.283,41.936,1
67.538,108.64,0.495,926.667,3.436,924.066,21.6,12.419,0
69.608,136.263,0.493,920.58,3.013,983.88,13.286,11.275,0
71.975,120.003,0.438,951.757,3.17,925.203,17.81,16.738,0
